#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
MCPsignal            PF00015.22   172 WP_032726777         -            662   9.1e-57  191.6  45.3   1   1   1.8e-58   6.4e-55  185.6  20.7     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_032726777         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_032726777         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_032726777         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_032726777         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_160245548         -            662   9.6e-57  191.6  45.3   1   1   1.8e-58   6.4e-55  185.6  20.7     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_160245548         -            662   2.7e-28   99.1   0.7   1   1   7.3e-32   2.7e-28   99.1   0.7    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_160245548         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_160245548         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_160245548         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_123373903         -            662   9.7e-57  191.5  45.3   1   1   1.8e-58   6.4e-55  185.6  20.7     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_123373903         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_123373903         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_123373903         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_123373903         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_124072778         -            662   7.1e-57  192.0  45.2   1   1   1.3e-58   4.8e-55  186.0  20.7     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_124072778         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_124072778         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_124072778         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_124072778         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_160221783         -            662   9.7e-57  191.5  45.1   1   1   1.9e-58   6.8e-55  185.5  20.6     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_160221783         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_160221783         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_160221783         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_160221783         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_174222597         -            662   1.7e-56  190.8  44.9   1   1   3.1e-58   1.1e-54  184.8  20.3     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_174222597         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_174222597         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_174222597         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_174222597         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_160244685         -            662   1.4e-56  191.0  44.3   1   1   1.7e-58   6.1e-55  185.7  20.6     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_160244685         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_160244685         -            662   2.5e-18   66.2   0.1   1   1   7.3e-21   2.7e-17   62.9   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_160244685         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_160244685         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_163136580         -            662   9.4e-57  191.6  45.3   1   1   1.8e-58   6.4e-55  185.6  20.7     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_163136580         -            662   2.6e-27   95.9   0.5   1   1     7e-31   2.6e-27   95.9   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_163136580         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_163136580         -            662   8.6e-14   51.5   2.7   1   1   2.3e-17   8.6e-14   51.5   2.7   174   290   181   281   163   283 0.92 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_163136580         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_042974487         -            662   8.7e-57  191.7  45.7   1   1   1.7e-58   6.1e-55  185.7  21.1     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_042974487         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_042974487         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_042974487         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_042974487         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_015251354         -            662   9.7e-57  191.5  45.5   1   1   1.8e-58   6.5e-55  185.6  21.0     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_015251354         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_015251354         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_015251354         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_015251354         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_077671135         -            662   1.6e-56  190.9  44.9   1   1   3.1e-58   1.1e-54  184.8  20.5     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_077671135         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_077671135         -            662   2.4e-18   66.3   0.1   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_077671135         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_077671135         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_069322854         -            662   1.9e-56  190.6  45.5   1   1   1.8e-58   6.5e-55  185.6  21.2     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_069322854         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_069322854         -            662   2.2e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_069322854         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_069322854         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_041339689         -            662   9.7e-57  191.5  45.3   1   1   1.8e-58   6.4e-55  185.6  20.7     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_041339689         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_041339689         -            662   4.2e-19   68.7   0.3   1   1   1.1e-21   3.9e-18   65.6   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_041339689         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_041339689         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 BAI86644             -            662   9.2e-57  191.6  45.7   1   1   1.7e-58   6.1e-55  185.7  21.1     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 BAI86644             -            662   2.7e-28   99.1   0.7   1   1   7.3e-32   2.7e-28   99.1   0.7    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 BAI86644             -            662   2.2e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 BAI86644             -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 BAI86644             -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_134154313         -            662   9.2e-57  191.6  45.3   1   1   1.8e-58   6.4e-55  185.6  20.7     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_134154313         -            662   4.8e-29  101.6   0.7   1   1   1.3e-32   4.8e-29  101.6   0.7     6   242    47   266    44   267 0.89 Cache domain
HAMP                 PF00672.26    53 WP_134154313         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_134154313         -            662   1.2e-13   51.0   3.2   1   1   3.4e-17   1.2e-13   51.0   3.2   174   290   181   281   163   283 0.92 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_134154313         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 AXC54136             -            662   9.1e-57  191.6  45.2   1   1   1.9e-58   7.1e-55  185.5  20.7     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 AXC54136             -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 AXC54136             -            662   2.1e-18   66.5   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 AXC54136             -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 AXC54136             -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_131228016         -            662     9e-57  191.7  45.3   1   1   1.8e-58   6.4e-55  185.6  20.7     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_131228016         -            662   3.3e-29  102.1   0.6   1   1   9.1e-33   3.3e-29  102.1   0.6     8   242    49   266    44   267 0.85 Cache domain
HAMP                 PF00672.26    53 WP_131228016         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_131228016         -            662   1.2e-13   51.0   3.3   1   1   3.3e-17   1.2e-13   51.0   3.3   173   290   180   281   148   283 0.92 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_131228016         -            662   2.1e-07   30.4   2.0   1   1   5.8e-11   2.1e-07   30.4   2.0   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_047183094         -            662     9e-57  191.7  45.7   1   1   1.7e-58   6.1e-55  185.7  21.1     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_047183094         -            662   6.9e-29  101.0   0.6   1   1   1.9e-32   6.9e-29  101.0   0.6     8   242    49   266    44   267 0.85 Cache domain
HAMP                 PF00672.26    53 WP_047183094         -            662   2.2e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_047183094         -            662   1.2e-13   51.0   3.2   1   1   3.3e-17   1.2e-13   51.0   3.2   174   290   181   281   162   283 0.92 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_047183094         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_119899723         -            662   2.5e-57  193.5  46.0   1   1   4.5e-59   1.6e-55  187.6  21.5     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_119899723         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_119899723         -            662   2.1e-18   66.5   0.1   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_119899723         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_119899723         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 EHA32849             -            662   9.1e-57  191.6  45.7   1   1   1.7e-58   6.1e-55  185.7  21.1     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 EHA32849             -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 EHA32849             -            662   1.8e-17   63.5   0.1   1   1   5.1e-20   1.9e-16   60.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 EHA32849             -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 EHA32849             -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_144530954         -            662   8.7e-57  191.7  45.7   1   1   1.7e-58   6.1e-55  185.7  21.1     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_144530954         -            662   2.7e-28   99.1   0.7   1   1   7.3e-32   2.7e-28   99.1   0.7    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_144530954         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_144530954         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_144530954         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_041054291         -            662   8.9e-57  191.7  45.3   1   1   1.8e-58   6.4e-55  185.6  20.7     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_041054291         -            662   2.1e-28   99.4   0.6   1   1   5.8e-32   2.1e-28   99.4   0.6    10   242    51   266    44   267 0.83 Cache domain
HAMP                 PF00672.26    53 WP_041054291         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_041054291         -            662   1.2e-13   51.1   3.2   1   1   3.3e-17   1.2e-13   51.1   3.2   174   290   181   281   158   283 0.92 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_041054291         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_124058971         -            662     9e-57  191.7  45.7   1   1   1.7e-58   6.1e-55  185.7  21.1     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_124058971         -            662   9.6e-29  100.6   0.7   1   1   2.6e-32   9.6e-29  100.6   0.7     8   242    49   266    44   267 0.85 Cache domain
HAMP                 PF00672.26    53 WP_124058971         -            662   2.2e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_124058971         -            662   1.2e-13   51.0   3.2   1   1   3.4e-17   1.2e-13   51.0   3.2   174   290   181   281   163   283 0.92 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_124058971         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_167560289         -            662   9.3e-57  191.6  45.3   1   1   1.8e-58   6.4e-55  185.6  20.7     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_167560289         -            662   1.5e-28   99.9   0.8   1   1   4.1e-32   1.5e-28   99.9   0.8     9   242    50   266    44   267 0.83 Cache domain
HAMP                 PF00672.26    53 WP_167560289         -            662   2.1e-18   66.4   0.2   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_167560289         -            662   6.8e-14   51.9   2.4   1   1   1.9e-17   6.8e-14   51.9   2.4   174   290   181   281   159   283 0.92 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_167560289         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_128473207         -            662   1.3e-56  191.2  45.4   1   1   2.5e-58   9.3e-55  185.1  20.9     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 WP_128473207         -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 WP_128473207         -            662     2e-18   66.5   0.1   1   1   5.9e-21   2.1e-17   63.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 WP_128473207         -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 WP_128473207         -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 AMR45985             -            662   9.6e-57  191.6  45.5   1   1   1.8e-58   6.5e-55  185.6  21.0     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
dCache_1             PF02743.19   243 AMR45985             -            662   1.4e-28  100.1   0.5   1   1   3.7e-32   1.4e-28  100.1   0.5    11   242    52   266    44   267 0.82 Cache domain
HAMP                 PF00672.26    53 AMR45985             -            662   1.8e-17   63.5   0.1   1   1   5.1e-20   1.9e-16   60.2   0.0     1    52   301   352   301   353 0.98 HAMP domain
Cache_3-Cache_2      PF17201.5    292 AMR45985             -            662   1.3e-13   50.9   3.2   1   1   3.6e-17   1.3e-13   50.9   3.2   174   290   181   281   167   283 0.93 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.12   296 AMR45985             -            662     2e-07   30.5   1.9   1   1   5.4e-11     2e-07   30.5   1.9   189   295   185   273   163   274 0.79 Cache domain
MCPsignal            PF00015.22   172 WP_128441802         -            662   1.6e-56  190.9  46.2   1   1   1.8e-58   6.6e-55  185.6  21.2     3   171   431   613   429   614 0.98 Methyl-accepting chemotaxis protein (MCP) signalling domain
